biome1,biome2,biome3,accession,experiment_type,platform,model
Engineered,Engineered:Food production,Engineered:Food production:Dairy products,SRR6514675,metagenomic,ILLUMINA,NextSeq 550
Engineered,Engineered:Food production,Engineered:Food production:Dairy products,SRR6514674,metagenomic,ILLUMINA,NextSeq 550
Engineered,Engineered:Food production,Engineered:Food production:Dairy products,SRR6514672,metagenomic,ILLUMINA,NextSeq 550
Engineered,Engineered:Food production,Engineered:Food production:Dairy products,SRR6514671,metagenomic,ILLUMINA,NextSeq 550
Engineered,Engineered:Food production,Engineered:Food production:Dairy products,SRR6514667,metagenomic,ILLUMINA,NextSeq 550
Engineered,Engineered:Food production,Engineered:Food production:Dairy products,SRR6514664,metagenomic,ILLUMINA,NextSeq 550
Engineered,Engineered:Food production,Engineered:Food production:Dairy products,SRR6514663,metagenomic,ILLUMINA,NextSeq 550
Engineered,Engineered:Food production,Engineered:Food production:Dairy products,SRR6514661,metagenomic,ILLUMINA,NextSeq 550
Engineered,Engineered:Food production,Engineered:Food production:Dairy products,SRR6514659,metagenomic,ILLUMINA,NextSeq 550
Engineered,Engineered:Food production,Engineered:Food production:Dairy products,SRR6514655,metagenomic,ILLUMINA,NextSeq 550
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,SRR10527391,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,SRR10527389,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,SRR10527386,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,SRR10527388,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,SRR10527384,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,SRR10527395,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,SRR10527396,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,SRR10527390,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,SRR10527392,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,SRR10527383,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,SRR10527394,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,SRR10527385,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2114812,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2144884,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2144888,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2144890,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2114805,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2144871,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2144874,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2144886,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2144894,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2144895,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2144872,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2144869,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2144887,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2144896,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2144897,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2144898,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR2144879,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR676904,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Plants,Host-associated:Plants:Phylloplane,ERR676905,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR10222453,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323326,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323148,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323141,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323518,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323215,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323298,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323488,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323206,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323454,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323374,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323540,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323436,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323551,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323182,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323184,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323448,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323166,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323302,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323122,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323178,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323525,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323426,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323217,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323172,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323163,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323545,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323333,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323225,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323168,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323306,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323352,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323357,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323366,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323353,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323528,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323191,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323161,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323286,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323294,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323439,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323232,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323096,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR3414592,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR3414585,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR9113734,metagenomic,ILLUMINA,NextSeq 550
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR9113730,metagenomic,ILLUMINA,NextSeq 550
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR9113693,metagenomic,ILLUMINA,NextSeq 550
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR9113732,metagenomic,ILLUMINA,NextSeq 550
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR9113711,metagenomic,ILLUMINA,NextSeq 550
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR9113707,metagenomic,ILLUMINA,NextSeq 550
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR9113717,metagenomic,ILLUMINA,NextSeq 550
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR9113720,metagenomic,ILLUMINA,NextSeq 550
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR9113724,metagenomic,ILLUMINA,NextSeq 550
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323404,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323305,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323241,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323236,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323398,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323189,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323480,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323449,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323392,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323100,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323340,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323442,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323496,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323090,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323459,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323308,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323523,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323194,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323531,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323218,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323129,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323427,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323153,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323223,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323280,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323430,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323418,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR3414573,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323380,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6323417,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6765258,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,SRR6765262,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR1543784,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR1543794,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR1543776,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR1543785,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486142,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486144,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486131,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486255,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486420,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486115,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486419,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486285,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486310,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486406,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486295,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486297,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486316,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486323,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486357,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486367,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486371,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486163,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486166,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486301,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486342,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486394,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486462,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486470,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486482,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486216,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486219,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486268,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486398,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486211,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486257,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486279,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486369,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2486452,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR1725402,metagenomic,ILLUMINA,Illumina HiScanSQ
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR1736742,metagenomic,ILLUMINA,Illumina HiScanSQ
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR1731826,metagenomic,ILLUMINA,Illumina HiScanSQ
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR1731834,metagenomic,ILLUMINA,Illumina HiScanSQ
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR1736743,metagenomic,ILLUMINA,Illumina HiScanSQ
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR3339029,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR3339002,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR3339027,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR3340878,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR3340879,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR3340883,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR3340884,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR3340889,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR3340890,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR3339001,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2044295,metagenomic,ILLUMINA,Illumina HiScanSQ
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2044297,metagenomic,ILLUMINA,Illumina HiScanSQ
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR2044644,metagenomic,ILLUMINA,Illumina HiScanSQ
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR1736747,metagenomic,ILLUMINA,Illumina HiScanSQ
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR864206,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR864208,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Birds,Host-associated:Birds:Digestive system,ERR864210,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Plants,Host-associated:Plants:Root,DRR121397,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Plants,Host-associated:Plants:Root,DRR121401,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,SRR17255031,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,SRR17255076,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,SRR17255002,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR5385022,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR5385020,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,SRR17255071,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR5385027,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,SRR17255082,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR5385024,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,SRR11092501,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR5214467,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,SRR6429830,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR2709732,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR2709735,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR2709740,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR2709762,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR2709769,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR2709772,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR2709784,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR2709787,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR2709798,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR2709810,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Plants,Host-associated:Plants:Rhizosphere,ERR986784,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR4605153,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR4605199,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR4605143,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR4605192,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR4605213,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083180,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083231,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5084145,metagenomic,ILLUMINA,Illumina HiSeq 4000
