query,p_genome,avg_abund,p_metag,metagenome name,accession,biome2
susScr11.fa.gz,0.00%,14.5,0.10%,SRR12181022,SRR12181022,Host-associated:Insecta
susScr11.fa.gz,0.00%,1.5,0.00%,SRR1873839,SRR1873839,Engineered:Food production
susScr11.fa.gz,0.00%,1.5,0.00%,ERR1562574,ERR1562574,Host-associated:Mammals
susScr11.fa.gz,0.00%,4.5,0.00%,SRR11615782,SRR11615782,Host-associated:Human
susScr11.fa.gz,0.00%,9.7,0.00%,SRR5808824,SRR5808824,Environmental:Aquatic
susScr11.fa.gz,0.00%,10.1,0.00%,SRR3017103,SRR3017103,Engineered:Food production
susScr11.fa.gz,0.00%,2.2,0.00%,SRR5574507,SRR5574507,Host-associated:Mammals
susScr11.fa.gz,0.00%,3.4,0.00%,ERR2592269,ERR2592269,Engineered:Wastewater
susScr11.fa.gz,0.00%,1.3,0.00%,SRR3989373,SRR3989373,Environmental:Aquatic
susScr11.fa.gz,0.00%,4.2,0.00%,ERR2241809,ERR2241809,Host-associated:Animal
susScr11.fa.gz,0.00%,1.0,0.00%,SRR8114137,SRR8114137,Host-associated:Human
susScr11.fa.gz,0.00%,23.9,0.10%,ERR4869778,ERR4869778,Environmental:Aquatic
susScr11.fa.gz,0.00%,9.6,0.00%,ERR2241790,ERR2241790,Host-associated:Animal
susScr11.fa.gz,0.00%,1.1,0.00%,SRR7664992,SRR7664992,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.7,0.00%,SRR1873831,SRR1873831,Engineered:Food production
susScr11.fa.gz,0.00%,46.5,0.30%,SRR5916712,SRR5916712,Environmental:Aquatic
susScr11.fa.gz,0.00%,20.7,0.00%,SRR1522973,SRR1522973,Environmental:Aquatic
susScr11.fa.gz,0.00%,1.5,0.00%,SRR12272140,SRR12272140,Host-associated:Mammals
susScr11.fa.gz,0.00%,6.1,0.00%,ERR2607494,ERR2607494,Engineered:Wastewater
susScr11.fa.gz,0.00%,3.6,0.00%,SRR14862910,SRR14862910,Host-associated:Mammals
susScr11.fa.gz,0.00%,7.2,0.00%,SRR12358625,SRR12358625,Host-associated:Mammals
susScr11.fa.gz,0.00%,2.1,0.00%,SRR14698353,SRR14698353,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.4,0.00%,ERR3340878,ERR3340878,Host-associated:Birds
susScr11.fa.gz,0.00%,1.4,0.00%,SRR15429249,SRR15429249,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.8,0.00%,ERR2607407,ERR2607407,Engineered:Wastewater
susScr11.fa.gz,0.00%,1.3,0.00%,ERR5917017,ERR5917017,Host-associated:Mammals
susScr11.fa.gz,0.00%,2.1,0.30%,SRR18825440,SRR18825440,Host-associated:Mammals
susScr11.fa.gz,0.00%,47.4,0.10%,SRR5788065,SRR5788065,Environmental:Aquatic
susScr11.fa.gz,0.00%,2.1,0.00%,SRR3017089,SRR3017089,Engineered:Food production
susScr11.fa.gz,0.00%,5.2,0.10%,ERR1868853,ERR1868853,Host-associated:Fish
susScr11.fa.gz,0.00%,33.3,0.10%,ERR1726799,ERR1726799,Environmental:Aquatic
susScr11.fa.gz,0.00%,2.6,0.00%,ERR2144894,ERR2144894,Host-associated:Plants
susScr11.fa.gz,0.00%,2.5,0.00%,ERR2607380,ERR2607380,Engineered:Wastewater
susScr11.fa.gz,0.00%,5.4,0.00%,DRR163690,DRR163690,Environmental:Aquatic
susScr11.fa.gz,0.00%,8.7,0.10%,SRR3017099,SRR3017099,Engineered:Food production
susScr11.fa.gz,0.00%,12.6,0.10%,SRR12181034,SRR12181034,Host-associated:Insecta
susScr11.fa.gz,0.00%,7.3,0.00%,ERR2696812,ERR2696812,Engineered:Modeled
susScr11.fa.gz,0.00%,1.3,0.00%,ERR2764821,ERR2764821,Host-associated:Human
susScr11.fa.gz,0.00%,2.1,0.00%,SRR13256670,SRR13256670,Host-associated:Insecta
susScr11.fa.gz,0.10%,1.4,0.40%,SRR3188783,SRR3188783,Host-associated:Human
susScr11.fa.gz,0.00%,3.8,0.00%,SRR6311223,SRR6311223,Environmental:Aquatic
susScr11.fa.gz,0.00%,2.4,0.00%,ERR2592282,ERR2592282,Engineered:Wastewater
susScr11.fa.gz,0.00%,1.7,0.00%,SRR19721643,SRR19721643,Host-associated:Mammals
susScr11.fa.gz,0.70%,1.4,0.20%,ERR2241800,ERR2241800,Host-associated:Animal
susScr11.fa.gz,0.00%,13.9,0.10%,SRR12180997,SRR12180997,Host-associated:Insecta
susScr11.fa.gz,0.00%,1.8,0.10%,SRR5382232,SRR5382232,Host-associated:Mammals
susScr11.fa.gz,0.00%,2.7,0.00%,ERR2592270,ERR2592270,Engineered:Wastewater
susScr11.fa.gz,0.00%,76.0,0.10%,SRR6323442,SRR6323442,Host-associated:Birds
susScr11.fa.gz,0.00%,2.4,0.00%,SRR7287195,SRR7287195,Host-associated:Insecta
susScr11.fa.gz,0.10%,4.8,0.10%,ERR4398828,ERR4398828,Host-associated:Animal
susScr11.fa.gz,0.00%,1.0,0.00%,DRR042462,DRR042462,Host-associated:Human
susScr11.fa.gz,0.00%,5.2,0.00%,SRR490747,SRR490747,Engineered:Bioreactor
susScr11.fa.gz,0.00%,2.1,0.00%,ERR2094167,ERR2094167,Environmental:Aquatic
susScr11.fa.gz,0.00%,1.9,0.00%,ERR2808651,ERR2808651,Engineered:Wastewater
susScr11.fa.gz,0.00%,1.5,0.10%,SRR6216717,SRR6216717,Host-associated:Human
susScr11.fa.gz,0.00%,4.9,0.00%,ERR2607373,ERR2607373,Engineered:Wastewater
susScr11.fa.gz,0.00%,3.2,0.00%,ERR2094166,ERR2094166,Environmental:Aquatic
susScr11.fa.gz,0.00%,6.1,0.00%,ERR2241645,ERR2241645,Host-associated:Animal
susScr11.fa.gz,4.10%,1.5,0.70%,ERR2241679,ERR2241679,Host-associated:Animal
susScr11.fa.gz,0.00%,4.9,0.00%,SRR11267072,SRR11267072,Host-associated:Insecta
susScr11.fa.gz,0.00%,1.0,0.00%,ERR1543794,ERR1543794,Host-associated:Birds
susScr11.fa.gz,0.00%,1.5,0.10%,SRR1631320,SRR1631320,Host-associated:Human
susScr11.fa.gz,0.10%,8.5,0.10%,SRR12180971,SRR12180971,Host-associated:Insecta
susScr11.fa.gz,0.00%,6.5,0.00%,ERR4398723,ERR4398723,Host-associated:Animal
susScr11.fa.gz,0.00%,2.0,0.00%,SRR3988590,SRR3988590,Environmental:Aquatic
susScr11.fa.gz,0.00%,34.5,1.10%,ERR5094848,ERR5094848,Host-associated:Fish
susScr11.fa.gz,0.00%,3.4,0.00%,SRR15604496,SRR15604496,Host-associated:Mammals
susScr11.fa.gz,0.70%,1.2,0.20%,ERR2241717,ERR2241717,Host-associated:Animal
susScr11.fa.gz,0.00%,1.8,0.00%,SRR10810005,SRR10810005,Host-associated:Insecta
susScr11.fa.gz,0.00%,15.6,0.10%,SRR12180996,SRR12180996,Host-associated:Insecta
susScr11.fa.gz,0.30%,2.2,0.60%,ERR5094891,ERR5094891,Host-associated:Fish
susScr11.fa.gz,0.00%,13.4,0.10%,SRR12181029,SRR12181029,Host-associated:Insecta
susScr11.fa.gz,0.00%,1.0,0.00%,SRR2107128,SRR2107128,Engineered:Wastewater
susScr11.fa.gz,0.00%,8.9,0.00%,SRR9219374,SRR9219374,Host-associated:Invertebrates
susScr11.fa.gz,0.00%,1.0,0.00%,SRR3183876,SRR3183876,Host-associated:Human
susScr11.fa.gz,0.10%,1.4,0.40%,SRR3188781,SRR3188781,Host-associated:Human
susScr11.fa.gz,0.00%,1.0,0.00%,ERR911316,ERR911316,Environmental:Terrestrial
susScr11.fa.gz,0.00%,5.8,0.00%,ERR2592279,ERR2592279,Engineered:Wastewater
susScr11.fa.gz,0.00%,3.3,0.00%,ERR2696427,ERR2696427,Host-associated:Insecta
susScr11.fa.gz,0.00%,1.0,0.00%,ERR2619760,ERR2619760,Host-associated:Human
susScr11.fa.gz,0.00%,1.0,0.00%,SRR7664987,SRR7664987,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.8,0.10%,SRR13256652,SRR13256652,Host-associated:Insecta
susScr11.fa.gz,0.00%,2.4,0.00%,ERR2607482,ERR2607482,Engineered:Wastewater
susScr11.fa.gz,0.00%,1.0,0.00%,SRR13840021,SRR13840021,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.4,0.00%,SRR12270104,SRR12270104,Host-associated:Mammals
susScr11.fa.gz,0.00%,19.5,0.10%,ERR4869768,ERR4869768,Environmental:Aquatic
susScr11.fa.gz,0.00%,2.4,0.10%,SRR13256656,SRR13256656,Host-associated:Insecta
susScr11.fa.gz,0.00%,4.0,0.10%,SRR16632770,SRR16632770,Host-associated:Mammals
susScr11.fa.gz,0.00%,5.5,0.00%,SRR490744,SRR490744,Engineered:Bioreactor
susScr11.fa.gz,0.80%,1.4,0.60%,ERR2597468,ERR2597468,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.0,0.00%,ERR2696424,ERR2696424,Host-associated:Insecta
susScr11.fa.gz,0.00%,2.0,0.00%,SRR19721635,SRR19721635,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.0,0.00%,ERR1543994,ERR1543994,Host-associated:Human
susScr11.fa.gz,0.00%,1.5,0.00%,SRR7664984,SRR7664984,Host-associated:Mammals
susScr11.fa.gz,0.00%,4.1,0.00%,ERR2607468,ERR2607468,Engineered:Wastewater
susScr11.fa.gz,0.00%,1.2,0.10%,SRR5790634,SRR5790634,Host-associated:Mammals
susScr11.fa.gz,0.00%,6.8,0.00%,SRR17188289,SRR17188289,Host-associated:Insecta
susScr11.fa.gz,0.00%,5.9,0.00%,SRR10527385,SRR10527385,Host-associated:Plants
susScr11.fa.gz,0.00%,3.6,0.00%,SRR15604550,SRR15604550,Host-associated:Mammals
susScr11.fa.gz,0.10%,3.7,0.10%,ERR4398710,ERR4398710,Host-associated:Animal
susScr11.fa.gz,0.00%,5.8,0.00%,SRR11267066,SRR11267066,Host-associated:Insecta
susScr11.fa.gz,0.00%,1.1,0.00%,SRR12272165,SRR12272165,Host-associated:Mammals
susScr11.fa.gz,0.00%,8.7,0.00%,SRR17188287,SRR17188287,Host-associated:Insecta
susScr11.fa.gz,0.30%,1.8,0.30%,SRR6145083,SRR6145083,Host-associated:Human
susScr11.fa.gz,0.00%,2.7,0.10%,SRR13713033,SRR13713033,Host-associated:Mammals
susScr11.fa.gz,0.00%,4.9,0.00%,ERR2709787,ERR2709787,Host-associated:Plants
susScr11.fa.gz,0.00%,3.6,0.00%,SRR1916583,SRR1916583,Engineered:Lab enrichment
susScr11.fa.gz,0.10%,7.5,0.20%,SRR6490003,SRR6490003,Host-associated:Microbial
susScr11.fa.gz,0.00%,2.5,0.00%,ERR2607409,ERR2607409,Engineered:Wastewater
susScr11.fa.gz,0.00%,13.8,0.10%,SRR12181027,SRR12181027,Host-associated:Insecta
susScr11.fa.gz,0.00%,4.0,0.00%,SRR3988612,SRR3988612,Environmental:Aquatic
susScr11.fa.gz,0.00%,18.7,0.10%,ERR2241917,ERR2241917,Host-associated:Animal
susScr11.fa.gz,0.00%,3.6,0.00%,ERR2241953,ERR2241953,Host-associated:Animal
susScr11.fa.gz,0.00%,36.5,0.10%,ERR2241933,ERR2241933,Host-associated:Animal
susScr11.fa.gz,0.00%,3.7,0.00%,SRR5808823,SRR5808823,Environmental:Aquatic
susScr11.fa.gz,0.00%,1.0,0.00%,SRR3183650,SRR3183650,Host-associated:Human
susScr11.fa.gz,0.00%,2.9,0.10%,SRR7610142,SRR7610142,Host-associated:Fish
susScr11.fa.gz,0.00%,1.0,0.00%,ERR479565,ERR479565,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.5,0.00%,ERR3155595,ERR3155595,Engineered:Solid waste
susScr11.fa.gz,0.00%,1.0,0.00%,SRR3211802,SRR3211802,Environmental:Aquatic
susScr11.fa.gz,0.00%,10.4,0.10%,SRR12180936,SRR12180936,Host-associated:Insecta
susScr11.fa.gz,0.00%,1.5,0.10%,SRR6216724,SRR6216724,Host-associated:Human
susScr11.fa.gz,0.00%,31.5,0.10%,ERR7927770,ERR7927770,Environmental:Aquatic
susScr11.fa.gz,0.00%,5.2,0.00%,SRR10914154,SRR10914154,Host-associated:Insecta
susScr11.fa.gz,0.00%,2.5,0.00%,SRR13840009,SRR13840009,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.0,0.00%,SRR19759440,SRR19759440,Host-associated:Mammals
susScr11.fa.gz,0.00%,4.7,0.00%,ERR2241690,ERR2241690,Host-associated:Animal
susScr11.fa.gz,0.00%,2.0,0.00%,ERR479023,ERR479023,Host-associated:Mammals
susScr11.fa.gz,0.00%,5.1,0.30%,ERR1868837,ERR1868837,Host-associated:Fish
susScr11.fa.gz,0.00%,1.4,0.00%,ERR2749813,ERR2749813,Host-associated:Human
susScr11.fa.gz,0.00%,2.5,0.00%,SRR2107182,SRR2107182,Engineered:Wastewater
susScr11.fa.gz,0.00%,9.8,0.00%,SRR3017102,SRR3017102,Engineered:Food production
susScr11.fa.gz,0.00%,1.0,0.00%,ERR2749333,ERR2749333,Host-associated:Human
susScr11.fa.gz,0.00%,1.8,0.00%,SRR7610133,SRR7610133,Host-associated:Fish
susScr11.fa.gz,0.00%,3.0,0.10%,SRR14629571,SRR14629571,Host-associated:Mammals
susScr11.fa.gz,0.00%,44.7,0.50%,SRR12479732,SRR12479732,Environmental:Aquatic
susScr11.fa.gz,0.10%,47.5,0.30%,ERR1726712,ERR1726712,Environmental:Aquatic
susScr11.fa.gz,0.00%,1.3,0.00%,SRR3989348,SRR3989348,Environmental:Aquatic
susScr11.fa.gz,0.20%,6.6,0.50%,SRR6757611,SRR6757611,Host-associated:Human
susScr11.fa.gz,0.10%,95.4,4.30%,ERR2607489,ERR2607489,Engineered:Wastewater
susScr11.fa.gz,0.00%,2.9,0.00%,ERR2592263,ERR2592263,Engineered:Wastewater
susScr11.fa.gz,0.00%,1.0,0.00%,ERR2683636,ERR2683636,Environmental:Aquatic
susScr11.fa.gz,0.20%,11.4,0.50%,SRR18439535,SRR18439535,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.0,0.00%,SRR13840052,SRR13840052,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.5,0.00%,SRR3988285,SRR3988285,Environmental:Aquatic
susScr11.fa.gz,0.00%,4.9,0.00%,SRR17188274,SRR17188274,Host-associated:Insecta
susScr11.fa.gz,0.00%,4.2,0.00%,ERR4398804,ERR4398804,Host-associated:Animal
susScr11.fa.gz,0.10%,5.4,0.40%,SRR12524513,SRR12524513,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.5,0.00%,SRR10810007,SRR10810007,Host-associated:Insecta
susScr11.fa.gz,0.90%,1.5,0.30%,ERR2241876,ERR2241876,Host-associated:Animal
susScr11.fa.gz,0.00%,34.7,1.10%,ERR2592335,ERR2592335,Engineered:Wastewater
susScr11.fa.gz,0.00%,1.0,0.00%,SRR5808832,SRR5808832,Environmental:Aquatic
susScr11.fa.gz,0.40%,1.5,2.30%,SRR2145440,SRR2145440,Host-associated:Human
susScr11.fa.gz,0.00%,30.6,0.20%,ERR5954399,ERR5954399,Environmental:Aquatic
susScr11.fa.gz,0.00%,4.2,0.00%,SRR6713627,SRR6713627,Engineered:Solid waste
susScr11.fa.gz,0.00%,2.1,0.10%,SRR7664952,SRR7664952,Host-associated:Mammals
susScr11.fa.gz,0.00%,20.4,0.30%,SRR13122045,SRR13122045,Environmental:Aquatic
susScr11.fa.gz,0.00%,1.9,0.00%,ERR1868841,ERR1868841,Host-associated:Fish
susScr11.fa.gz,0.00%,12.4,0.10%,SRR12181003,SRR12181003,Host-associated:Insecta
susScr11.fa.gz,0.00%,1.7,0.00%,ERR1467151,ERR1467151,Engineered:Wastewater
susScr11.fa.gz,0.20%,2.1,0.60%,SRR15429288,SRR15429288,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.6,0.00%,SRR12272129,SRR12272129,Host-associated:Mammals
susScr11.fa.gz,0.00%,16.9,0.10%,ERR5954489,ERR5954489,Environmental:Aquatic
susScr11.fa.gz,0.00%,13.7,0.10%,SRR12180968,SRR12180968,Host-associated:Insecta
susScr11.fa.gz,0.00%,1.0,0.00%,ERR1525440,ERR1525440,Engineered:Wastewater
susScr11.fa.gz,0.00%,5.0,0.10%,SRR6323480,SRR6323480,Host-associated:Birds
susScr11.fa.gz,0.00%,12.6,0.10%,SRR12180973,SRR12180973,Host-associated:Insecta
susScr11.fa.gz,0.00%,1.4,0.00%,SRR17738084,SRR17738084,Host-associated:Human
susScr11.fa.gz,0.00%,6.1,0.00%,SRR3017105,SRR3017105,Engineered:Food production
susScr11.fa.gz,0.00%,14.3,0.10%,ERR3440690,ERR3440690,Environmental:Aquatic
susScr11.fa.gz,0.00%,3.8,0.00%,SRR13840088,SRR13840088,Host-associated:Mammals
susScr11.fa.gz,0.00%,7.2,0.00%,ERR1868832,ERR1868832,Host-associated:Fish
susScr11.fa.gz,0.00%,19.2,0.10%,ERR2848480,ERR2848480,Environmental:Aquatic
susScr11.fa.gz,0.00%,8.4,0.10%,SRR1917065,SRR1917065,Engineered:Lab enrichment
susScr11.fa.gz,0.00%,3.7,0.00%,ERR5094890,ERR5094890,Host-associated:Fish
susScr11.fa.gz,0.00%,2.7,0.10%,ERR3155596,ERR3155596,Engineered:Solid waste
susScr11.fa.gz,0.00%,4.9,0.20%,ERR2607402,ERR2607402,Engineered:Wastewater
susScr11.fa.gz,0.00%,4.2,0.00%,SRR18079829,SRR18079829,Host-associated:Insecta
susScr11.fa.gz,0.00%,2.0,0.00%,SRR6713631,SRR6713631,Engineered:Solid waste
susScr11.fa.gz,0.00%,3.4,0.00%,SRR15604502,SRR15604502,Host-associated:Mammals
susScr11.fa.gz,0.00%,4.4,0.00%,SRR9113720,SRR9113720,Host-associated:Birds
susScr11.fa.gz,2.30%,1.2,1.40%,ERR2241625,ERR2241625,Host-associated:Animal
susScr11.fa.gz,0.00%,23.7,0.10%,SRR12180938,SRR12180938,Host-associated:Insecta
susScr11.fa.gz,0.00%,1.3,0.00%,SRR18825498,SRR18825498,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.0,0.00%,ERR1877482,ERR1877482,Engineered:Modeled
susScr11.fa.gz,0.00%,6.0,0.00%,SRR3017090,SRR3017090,Engineered:Food production
susScr11.fa.gz,0.00%,14.3,0.10%,SRR12181058,SRR12181058,Host-associated:Insecta
susScr11.fa.gz,0.00%,2.2,0.00%,SRR7287229,SRR7287229,Host-associated:Insecta
susScr11.fa.gz,0.00%,1.0,0.00%,SRR3988577,SRR3988577,Environmental:Aquatic
susScr11.fa.gz,0.00%,2.7,0.10%,ERR3155592,ERR3155592,Engineered:Solid waste
susScr11.fa.gz,0.00%,2.1,0.00%,ERR2607454,ERR2607454,Engineered:Wastewater
susScr11.fa.gz,0.00%,1.0,0.00%,SRR1159965,SRR1159965,Host-associated:Human
susScr11.fa.gz,0.00%,3.9,0.00%,ERR5385020,ERR5385020,Host-associated:Plants
susScr11.fa.gz,0.00%,3.2,0.00%,ERR10228864,ERR10228864,Host-associated:Human
susScr11.fa.gz,0.00%,1.0,0.00%,ERR3593857,ERR3593857,Host-associated:Human
susScr11.fa.gz,0.00%,1.0,0.00%,ERR2135457,ERR2135457,Engineered:Food production
susScr11.fa.gz,1.30%,1.1,0.60%,ERR2597380,ERR2597380,Host-associated:Mammals
susScr11.fa.gz,0.00%,3.4,0.00%,ERR2607388,ERR2607388,Engineered:Wastewater
susScr11.fa.gz,0.00%,15.0,0.10%,SRR12180989,SRR12180989,Host-associated:Insecta
susScr11.fa.gz,0.00%,5.2,0.00%,ERR2607432,ERR2607432,Engineered:Wastewater
susScr11.fa.gz,0.00%,4.1,0.10%,SRR7610136,SRR7610136,Host-associated:Fish
susScr11.fa.gz,0.00%,1.8,0.00%,SRR6713633,SRR6713633,Engineered:Solid waste
susScr11.fa.gz,0.00%,13.0,0.10%,SRR12180965,SRR12180965,Host-associated:Insecta
susScr11.fa.gz,0.00%,1.0,0.00%,SRR3988358,SRR3988358,Environmental:Aquatic
susScr11.fa.gz,0.00%,22.1,0.10%,SRR15730542,SRR15730542,Host-associated:Mammals
susScr11.fa.gz,0.00%,4.4,0.00%,ERR4398801,ERR4398801,Host-associated:Animal
susScr11.fa.gz,0.00%,2.4,0.00%,SRR13256639,SRR13256639,Host-associated:Insecta
susScr11.fa.gz,0.00%,2.3,0.00%,ERR2607405,ERR2607405,Engineered:Wastewater
susScr11.fa.gz,1.00%,2.5,0.60%,ERR2245488,ERR2245488,Host-associated:Animal
susScr11.fa.gz,0.00%,4.8,0.20%,SRR6514686,SRR6514686,Engineered:Food production
susScr11.fa.gz,0.00%,1.4,0.00%,SRR12272146,SRR12272146,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.0,0.00%,ERR969491,ERR969491,Host-associated:Mammals
susScr11.fa.gz,0.00%,11.7,0.00%,SRR9219372,SRR9219372,Host-associated:Invertebrates
susScr11.fa.gz,0.00%,1.7,0.00%,SRR1631485,SRR1631485,Host-associated:Human
susScr11.fa.gz,0.00%,1.5,0.00%,SRR5382241,SRR5382241,Host-associated:Mammals
susScr11.fa.gz,0.00%,2.1,0.00%,ERR2592253,ERR2592253,Engineered:Wastewater
susScr11.fa.gz,0.00%,1.5,0.00%,SRR11788653,SRR11788653,Host-associated:Human
susScr11.fa.gz,0.00%,2.5,0.00%,SRR10810011,SRR10810011,Host-associated:Insecta
susScr11.fa.gz,1.30%,1.2,0.70%,ERR2597335,ERR2597335,Host-associated:Mammals
susScr11.fa.gz,0.00%,10.4,0.10%,SRR12181043,SRR12181043,Host-associated:Insecta
susScr11.fa.gz,0.00%,6.4,0.00%,SRR17188292,SRR17188292,Host-associated:Insecta
susScr11.fa.gz,0.00%,1.0,0.00%,SRR7664967,SRR7664967,Host-associated:Mammals
susScr11.fa.gz,0.10%,16.1,0.40%,SRR12651211,SRR12651211,Host-associated:Fish
susScr11.fa.gz,0.00%,3.0,0.00%,SRR5650189,SRR5650189,Host-associated:Human
susScr11.fa.gz,0.00%,11.2,0.20%,SRR1917054,SRR1917054,Engineered:Lab enrichment
susScr11.fa.gz,0.00%,54.6,0.40%,ERR1726902,ERR1726902,Environmental:Aquatic
susScr11.fa.gz,0.10%,4.8,0.60%,SRR15429254,SRR15429254,Host-associated:Mammals
susScr11.fa.gz,0.00%,19.1,0.10%,ERR5954456,ERR5954456,Environmental:Aquatic
susScr11.fa.gz,0.00%,2.6,0.00%,SRR10810028,SRR10810028,Host-associated:Insecta
susScr11.fa.gz,0.00%,2.1,0.00%,ERR2784787,ERR2784787,Host-associated:Human
susScr11.fa.gz,0.20%,2.9,0.30%,SRR17301062,SRR17301062,Host-associated:Human
susScr11.fa.gz,0.00%,2.0,0.00%,ERR2683642,ERR2683642,Environmental:Aquatic
susScr11.fa.gz,0.00%,1.9,0.00%,ERR2592271,ERR2592271,Engineered:Wastewater
susScr11.fa.gz,0.00%,1.1,0.00%,SRR7287235,SRR7287235,Host-associated:Insecta
susScr11.fa.gz,0.00%,4.0,0.00%,SRR13840112,SRR13840112,Host-associated:Mammals
susScr11.fa.gz,0.30%,4.1,0.40%,ERR2241871,ERR2241871,Host-associated:Animal
susScr11.fa.gz,0.00%,6.2,0.00%,SRR9219377,SRR9219377,Host-associated:Invertebrates
susScr11.fa.gz,0.00%,4.9,0.00%,ERR2241815,ERR2241815,Host-associated:Animal
susScr11.fa.gz,0.00%,9.8,0.00%,ERR4398731,ERR4398731,Host-associated:Animal
susScr11.fa.gz,0.00%,7.4,0.00%,SRR17188270,SRR17188270,Host-associated:Insecta
susScr11.fa.gz,0.00%,23.8,0.10%,ERR2241866,ERR2241866,Host-associated:Animal
susScr11.fa.gz,0.20%,11.0,0.40%,SRR18439541,SRR18439541,Host-associated:Mammals
susScr11.fa.gz,0.00%,2.2,0.00%,SRR1873845,SRR1873845,Engineered:Food production
susScr11.fa.gz,0.00%,16.8,0.10%,SRR1917310,SRR1917310,Engineered:Lab enrichment
susScr11.fa.gz,0.10%,13.3,0.30%,SRR4420316,SRR4420316,Host-associated:Human
susScr11.fa.gz,0.00%,6.1,0.20%,SRR6727994,SRR6727994,Host-associated:Fish
susScr11.fa.gz,0.00%,2.3,0.10%,SRR16350275,SRR16350275,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.0,0.00%,SRR3988609,SRR3988609,Environmental:Aquatic
susScr11.fa.gz,0.00%,2.7,0.00%,ERR2114812,ERR2114812,Host-associated:Plants
susScr11.fa.gz,0.00%,34.7,1.10%,ERR2607460,ERR2607460,Engineered:Wastewater
susScr11.fa.gz,0.00%,8.5,0.10%,SRR9113734,SRR9113734,Host-associated:Birds
susScr11.fa.gz,0.00%,6.4,0.10%,ERR5094864,ERR5094864,Host-associated:Fish
susScr11.fa.gz,0.00%,1.9,0.00%,SRR1622808,SRR1622808,Host-associated:Human
susScr11.fa.gz,0.10%,117.5,0.50%,ERR599246,ERR599246,Environmental:Aquatic
susScr11.fa.gz,0.00%,1.0,0.00%,ERR2762992,ERR2762992,Host-associated:Mammals
susScr11.fa.gz,18.80%,1.5,2.50%,ERR2597489,ERR2597489,Host-associated:Mammals
susScr11.fa.gz,0.00%,2.0,0.00%,ERR1467152,ERR1467152,Engineered:Wastewater
susScr11.fa.gz,0.00%,1.3,0.00%,ERR2020034,ERR2020034,Host-associated:Mammals
susScr11.fa.gz,0.20%,13.0,0.60%,SRR18439539,SRR18439539,Host-associated:Mammals
susScr11.fa.gz,0.00%,5.1,0.80%,ERR3357570,ERR3357570,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.0,0.00%,SRR12929265,SRR12929265,Environmental:Aquatic
susScr11.fa.gz,0.00%,3.5,0.00%,ERR5094894,ERR5094894,Host-associated:Fish
susScr11.fa.gz,0.00%,5.5,0.10%,ERR4398782,ERR4398782,Host-associated:Animal
susScr11.fa.gz,0.00%,1.5,0.00%,SRR2107210,SRR2107210,Engineered:Wastewater
susScr11.fa.gz,0.00%,12.0,0.00%,SRR1916815,SRR1916815,Engineered:Lab enrichment
susScr11.fa.gz,0.00%,7.2,0.10%,SRR6514663,SRR6514663,Engineered:Food production
susScr11.fa.gz,0.10%,4.7,0.10%,SRR15604481,SRR15604481,Host-associated:Mammals
susScr11.fa.gz,0.00%,3.1,0.00%,ERR2144871,ERR2144871,Host-associated:Plants
susScr11.fa.gz,0.00%,5.0,0.00%,SRR13840060,SRR13840060,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.0,0.00%,SRR3182020,SRR3182020,Host-associated:Human
susScr11.fa.gz,0.00%,2.0,0.00%,ERR3273281,ERR3273281,Host-associated:Human
susScr11.fa.gz,0.00%,55.8,0.20%,ERR2241923,ERR2241923,Host-associated:Animal
susScr11.fa.gz,0.00%,5.4,0.10%,SRR6490004,SRR6490004,Host-associated:Microbial
susScr11.fa.gz,0.30%,3.7,0.20%,ERR2241884,ERR2241884,Host-associated:Animal
susScr11.fa.gz,0.00%,4.0,0.00%,ERR3890099,ERR3890099,Environmental:Terrestrial
susScr11.fa.gz,0.00%,5.4,0.10%,ERR1868836,ERR1868836,Host-associated:Fish
susScr11.fa.gz,0.00%,3.6,0.30%,SRR6706336,SRR6706336,Host-associated:Fish
susScr11.fa.gz,0.00%,2.3,0.00%,SRR16350203,SRR16350203,Host-associated:Mammals
susScr11.fa.gz,0.00%,14.9,0.10%,SRR12180953,SRR12180953,Host-associated:Insecta
susScr11.fa.gz,0.00%,1.0,0.00%,SRR3989424,SRR3989424,Environmental:Aquatic
susScr11.fa.gz,0.00%,4.0,0.00%,SRR13528215,SRR13528215,Host-associated:Mammals
susScr11.fa.gz,0.00%,1.6,0.00%,SRR6727991,SRR6727991,Host-associated:Fish
